id,image,title,description,author_name,price,format,publication_date,publication_city_country,language,categories 
46,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7868/9781786892737.jpg,The Midnight Library : The No.1 Sunday Times bestseller and worldwide phenomenon, THE SUNDAY TIMES NUMBER ONE BESTSELLING WORLDWIDE PHENOMENON READERS' MOST LOVED BOOK OF 2021 WINNER OF THE GOODREADS CHOICE AWARD FOR FICTION 'BEAUTIFUL' Jodi Picoult  'UPLIFTING' i  'BRILLIANT' Daily Mail  'AMAZING' Joanna Cannon  'ABSORBING' New York Times  'THOUGHT-PROVOKING' Independent Nora's life has been going from bad to worse. Then at the stroke of midnight on her last day on earth she finds herself transported to a library. There she is given the chance to undo her regrets and try out each of the other lives she might have lived. Which raises the ultimate question: with infinite choices  what is the best way to live? ,Matt Haig,12.66,Paperback | 304 pages,18 Feb 2021,Edinburgh  United Kingdom,English,Contemporary Fiction
47,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3985/9781398518162.jpg,It Starts with Us : the highly anticipated sequel to IT ENDS WITH US," Before It Ends with Us  it started with Atlas. Colleen Hoover tells fan favourite Atlas's side of the story and shares what comes next in this long-anticipated sequel to the #1 Sunday Times bestseller It Ends with Us Lily and her ex-husband  Ryle  have just settled into a civil co-parenting rhythm when she suddenly bumps into her first love  Atlas  again. After nearly two years separated  she is elated that for once  time is on their side  and she immediately says yes when Atlas asks her on a date. But her excitement is quickly hampered by the knowledge that  though they are no longer married  Ryle is still very much a part of her life-and Atlas Corrigan is the one man he will hate being in his ex-wife and daughter's life. Switching between the perspectives of Lily and Atlas  It Starts with Us picks up right where the epilogue for the bestselling phenomenon It Ends with Us left off. Revealing more about Atlas's past and following Lily as she embraces a second chance at true love while navigating a jealous ex-husband  it proves that ""no one delivers an emotional read like Colleen Hoover"" (Anna Todd  bestselling author). ",Colleen Hoover,22.60,Hardback | 336 pages,18 Oct 2022,London  United Kingdom,English,"Fiction Books,Contemporary Fiction,Romance,Romance Books,Adult Contemporary Romance,Poverty Unemployment,Safety In The Home,Family Relationships"
48,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4711/9781471136726.jpg,Ugly Love, From Colleen Hoover  the #1 Sunday Times bestselling author of It Ends with Us  a heart-wrenching love story that proves attraction at first sight can be messy. When Tate Collins meets airline pilot Miles Archer  she doesn't think it's love at first sight. They wouldn't even go so far as to consider themselves friends. The only thing Tate and Miles have in common is an undeniable mutual attraction. Once their desires are out in the open  they realise they have the perfect set-up. He doesn't want love  she doesn't have time for love  so that just leaves the sex. Their arrangement could be surprisingly seamless  as long as Tate can stick to the only two rules Miles has for her. Never ask about the past. Don't expect a future. They think they can handle it  but realise almost immediately they can't handle it at all. Hearts get infiltrated. Promises get broken. Rules get shattered. Love gets ugly. ,Colleen Hoover,12.90,Paperback | 352 pages,21 Jan 2016,London  United Kingdom,English,"Contemporary Fiction,Romance,Romance Books,Adult Contemporary Romance"
49,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7805/9781780552491.jpg,Brain Games For Clever Kids (R), 'A super book for children to enjoy as they puzzle their way through the challenges  which get harder as they progress through the book' - Parents in Touch ___________________ Brain Games for Clever Kids (R) is a fantastic bestselling puzzle book  brimming with memory  word and number workouts for the cleverest of kids! Including battleships and mind-bending spot the differences to Japanese puzzles including hanjie  kakuro  futoshiki  sudoku and lots more. Let the brain games begin! Clever Kids is a trade mark of Michael O'Mara Books Limited. ,Gareth Moore,7.77,9-12,129 x 198 x 12mm | 150g,Michael O'Mara Books Ltd,Buster Books,"Primary Middle Schools,Open Learning Home Learning Distance Education,Children s Hobby Gaming Books,Puzzle Books"
50,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6385/9781638585503.jpg,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 5, Born the crown prince of a prosperous kingdom  Xie Lian was renowned for his beauty  strength  and purity. His years of dedication and noble deeds allowed him to ascend to godhood. But those who rise  can also fall...and fall he does  cast from the Heavens again and again and banished to the mortal realm. Eight hundred years after his mortal life  Xie Lian has ascended to godhood for the third time. Now only a lowly scrap collector  he is dispatched to wander the earthly realm to take on tasks appointed by the heavens to pay back debts and maintain his divinity. Aided by old friends and foes alike  and graced with the company of a mysterious young man with whom he feels an instant connection  Xie Lian must confront the horrors of his past in order to dispel the curse of his present. The Seven Seas English-language edition will include covers from (tai3_3)  and exclusive  all-new interior illustrations from ZeldaCW. ,Mo Xiang Tong Xiu,30.34,Paperback | 478 pages,20 Dec 2022,West Hollywood  United States,English,"Fantasy,Fantasy Books,Romance,Romance Books,Graphic Novels Anime Manga,Graphic Novels Manga"
51,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5460/9781546015949.jpg,Day by Day Guided Journal : 100 Ways to Capture Memories & Create Your Own Story," Be immersed in the beautiful illustrations  entertaining activities  and writing prompts in this interactive easy-to-use journal by beloved social media influencer  Jess Conte. Journal at night before you go to sleep or in the morning while drinking a tea or coffee  or any time you want to escape from your everyday and have some ""me time."" Jess touches on topics like your bucket list  current style  travel  family  goals  and your daily life. You will be able to create a keepsake that you'll want to return to day by day. ",Jess Conte,22.99,Hardback | 160 pages,17 Jan 2023,Spain,English,"Diaries Letters Journals,Christian Life Practice,Assertiveness Motivation Self esteem,Miscellaneous Items"
52,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408845684.jpg,Harry Potter and the Order of the Phoenix, The Sunday Times best-selling Illustrated Edition of J.K. Rowling's fifth Harry Potter adventure  brilliantly evoked in full colour by Kate Greenaway medal winner Jim Kay  and acclaimed guest artist Neil Packer. As the Order of the Phoenix keeps watch over Harry Potter  troubled times have come to Hogwarts in a year filled with secrets  subterfuge and suspicion. The deliciously dark fifth instalment of Jim Kay's inspired reimagining of J.K. Rowling's classic series is an epic artistic achievement  featuring over 160 illustrations in an astonishing range of visual styles. Now an exciting new collaboration brings together two virtuoso artistic talents  as Kate Greenaway Medal winner Jim Kay is joined by acclaimed guest illustrator Neil Packer  winner of the 2021 BolognaRagazzi Award for non-fiction. Prepare to be enchanted once again as Jim Kay depicts J.K. Rowling's wizarding world with the dazzling artistic alchemy fans around the globe have come to know and love  perfectly complemented by Neil Packer's own unique and eclectic illustrations  skilfully woven into the heart of the story. This is a stunning visual feast of a book  filled with dark magical delights for both fans and new readers alike. Breathtaking scenes  iconic locations and unforgettable characters await inside - Luna Lovegood  Professor Umbridge  Grawp the giant  and many more - as Harry Potter and Dumbledore's Army prepare for the coming battle against Lord Voldemort. Perfect for Potterheads of all ages! 'Seeing Jim Kay's illustrations moved me profoundly. I love his interpretation of Harry Potter's world  and I feel honoured and grateful that he has lent his talent to it' - J.K. Rowling _______________ A bestseller in The Sunday Times charts  October 2022. ,J.K. Rowling,42.95,9-11,226.06 x 266.95 x 25.4mm | 453.59g,Bloomsbury Publishing PLC,BLOOMSBURY CHILDRENS BOOKS,"Fantasy,Fantasy Books,Classic Books for Children,Children s General Story Books,Adventure Books for Kids,Sci Fi Books for Kids,Fantasy Books for Kids,School Stories"
53,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9821/9781982185824.jpg,I'm Glad My Mom Died," A heartbreaking and hilarious memoir by iCarly and Sam & Cat star Jennette McCurdy about her struggles as a former child actor-including eating disorders  addiction  and a complicated relationship with her overbearing mother-and how she retook control of her life. Jennette McCurdy was six years old when she had her first acting audition. Her mother's dream was for her only daughter to become a star  and Jennette would do anything to make her mother happy. So she went along with what Mom called ""calorie restriction "" eating little and weighing herself five times a day. She endured extensive at-home makeovers while Mom chided  ""Your eyelashes are invisible  okay? You think Dakota Fanning doesn't tint hers?"" She was even showered by Mom until age sixteen while sharing her diaries  email  and all her income. In I'm Glad My Mom Died  Jennette recounts all this in unflinching detail-just as she chronicles what happens when the dream finally comes true. Cast in a new Nickelodeon series called iCarly  she is thrust into fame. Though Mom is ecstatic  emailing fan club moderators and getting on a first-name basis with the paparazzi (""Hi Gale!"")  Jennette is riddled with anxiety  shame  and self-loathing  which manifest into eating disorders  addiction  and a series of unhealthy relationships. These issues only get worse when  soon after taking the lead in the iCarly spinoff Sam & Cat alongside Ariana Grande  her mother dies of cancer. Finally  after discovering therapy and quitting acting  Jennette embarks on recovery and decides for the first time in her life what she really wants. Told with refreshing candor and dark humor  I'm Glad My Mom Died is an inspiring story of resilience  independence  and the joy of shampooing your own hair. ",Jennette McCurdy,28.89,Hardback | 320 pages,15 Sep 2022,New York  United States,English,"Individual Actors Performers,Biography Arts Entertainment,Autobiography Arts Entertainment,Memoirs,Health Books,Family Relationships,Intergenerational Relationships"
54,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6385/9781638583011.jpg,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4, Wei Wuxian was once one of the most powerful men of his generation  a talented and clever young cultivator who harnessed martial arts and spirituality into powerful abilities. But when the horrors of war led him to seek more power through demonic cultivation  the world's respect for his abilities turned to fear  and his death was celebrated throughout the land. Years later  he awakens in the body of an aggrieved young man who sacrifices his soul so that Wei Wuxian can exact revenge on his behalf. Though granted a second life  Wei Wuxian is not free from his first  nor the mysteries that appear before him now. Yet this time  he'll face it all with the righteous and esteemed Lan Wangji at his side  another powerful cultivator whose unwavering dedication and shared memories of their past will help shine a light on the dark truths that surround them. This Chinese xianxia fantasy novel series built around the romanticized love between two men (danmei) has been translated into numerous languages and spawned a multimedia franchise that has taken the globe by storm  including the massively popular live-action series The Untamed available now on Netflix  YouTube  and more. The Seven Seas English-language edition will include exclusive  all-new covers from Jin Fang (jinzillaa)  interior illustrations from Marina Privalova (BaoshanKaro)  and a translation by Suika (yummysuika) with editor Pengie (pengiesama). ,Mo Xiang Tong Xiu,26.72,Paperback | 388 pages,13 Dec 2022,West Hollywood  United States,English,"Fantasy,Fantasy Books,Romance,Romance Books,Historical Fiction,Graphic Novels Anime Manga"
55,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8001/9781800180796.jpg,Cain's Jawbone : A Novel Problem, 'If James Joyce and Agatha Christie had a literary love child  this would be it' Daily Telegraph 'A unique hybrid of word puzzle and whodunnit' Literary Review Six murders. One hundred pages. Millions of possible combinations... but only one is correct. Can you solve Torquemada's murder mystery? In 1934  the Observer's cryptic crossword compiler  Edward Powys Mathers (aka Torquemada)  released a novel that was simultaneously a murder mystery and the most fiendishly difficult literary puzzle ever written. The pages have been printed in an entirely haphazard order  but it is possible - through logic and intelligent reading - to sort the pages into the only correct order  revealing six murder victims and their respective murderers. Only three puzzlers have ever solved the mystery of Cain's Jawbone: do you have what it takes to join their ranks? Please note: this puzzle is extremely difficult and not for the faint-hearted. ,Ernest Powys Mathers,12.68,Paperback | 100 pages,08 Jul 2021,London  United Kingdom,English,
56,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9087/9781908745903.jpg,The Seven Moons of Maali Almeida : Winner of the Booker Prize 2022, WINNER OF THE BOOKER PRIZE 2022 A searing satire set amid the murderous mayhem of Sri Lanka beset by civil war Colombo  1990. Maali Almeida  war photographer  gambler and closet gay  has woken up dead in what seems like a celestial visa office. His dismembered body is sinking in the serene Beira lake and he has no idea who killed him. At a time where scores are settled by death squads  suicide bombers and hired goons  the list of suspects is depressingly long  as the ghouls and ghosts with grudges who cluster round can attest. But even in the afterlife  time is running out for Maali. He has seven moons to try and contact the man and woman he loves most and lead them to a hidden cache of photos that will rock Sri Lanka. Ten years after his prizewinning novel Chinaman established him as one of Sri Lanka's foremost authors  Karunatilaka is back with a rip-roaring epic  full of mordant wit and disturbing truths. 'Fizzes with energy  imagery and ideas against a broad  surreal vision of the Sri Lankan civil wars' The Booker judges 'Recalls the mordant wit and surrealism of Nikolai Gogol's Dead Souls or Mikhail Bulgakov's The Master and Margarita ... Karunatilaka has done artistic justice to a terrible period in his country's history' Guardian 'Outstanding... the most significant work of Sri Lankan fiction in a decade.' New European ,Shehan Karunatilaka,23.86,Hardback | 368 pages,04 Aug 2022,London  United Kingdom,English,"Contemporary Fiction,Military Fiction"
57,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5294/9781529427974.jpg,TommyInnit Says...The Quote Book : THE SUNDAY TIMES BESTSELLER, A laugh-out-loud 'best of' selection of TommyInnit's most weird and wonderful quotes - plus much more - carefully selected to BLOW YOUR MIND by him and best friend Wilbur Soot. 'Nah  I think I'd be a pretty bad shark' 'What if God was just legs?' 'We're really just chilling  fellas' Born sometime in the early 2000s  TommyInnit's first job was a YouTuber. No  really  we're not joking  the very first job he had was a YouTuber. For the last three years  he's been mouthing off on the internet to anyone who will listen. So far  that's over 40 million followers. Will there ever be an end to TommyInnit's rampant flurry of success? Probably. And Wilbur Soot has been right by his side. Wilbur first started his career as a young man staring at the wall until he also became a YouTuber. He also discovered a little activity some may call 'singing'. In The Quote Book  TommyInnit covers a wealth of topics from cars-that-grow-teeth to slime people  and from things that be crazy to octopi. Curated and edited by Wilbur Soot  TommyInnit is about to change your life one word at a time. Unless  dear reader  you read two words at a time  like he does. Featuring: A day in the life Inside TommyInnit's brain What TommyInnit would do if he was God Life advice from Wilbur Love poetry and history lessons  TommyInnit style Wilbur's attempts to reason with TommyInnit ,Tom Simons,17.73,Hardback | 208 pages,13 Oct 2022,London  United Kingdom,English,"Autobiography Arts Entertainment,Digital Video Consumer user Guides,Games Strategy Guides,Web Graphics Design,Funny Books Stories,TV Tie in Humour,Slang Dialect Humour,Humour Collections Anthologies,Television Film,Computer Game Guides"
58,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1419/9780141988511.jpg,12 Rules for Life : An Antidote to Chaos, The #1 Sunday Times bestseller from 'the most influential public intellectual in the Western world right now' (New York Times) - now in paperback. How should we live properly in a world of chaos and uncertainty? Jordan Peterson has helped millions of people  young and old  men and women  aim at a life of responsibility and meaning. Now he can help you. Drawing on his own work as a clinical psychologist and on lessons from humanity's oldest myths and stories  Peterson offers twelve profound and realistic principles to live by. After all  as he reminds us  we each have a vital role to play in the unfolding destiny of the world. Deep  rewarding and enlightening  12 Rules for Life is a lifeboat built solidly for stormy seas: ancient wisdom applied to our contemporary problems. ,Jordan B. Peterson,16.56,Paperback | 448 pages,07 May 2019,London  United Kingdom,English,"Social Political Philosophy,Popular Philosophy,Psychology,Clinical Psychology,Personal Development,Advice On Careers Achieving Success,Popular Psychology,Assertiveness Motivation Self esteem"
59,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974709953.jpg,Chainsaw Man  Vol. 3, Broke young man + chainsaw dog demon = Chainsaw Man! Denji was a small-time devil hunter just trying to survive in a harsh world. After being killed on a job  he is revived by his pet devil Pochita and becomes something new and dangerous-Chainsaw Man! A mysterious devil is demanding Denji's heart! But will the devil hunters from Division 4 agree to this deal to save themselves? Or will Denji have to do what Denji does best-turn into a chainsaw and carve up everything that gets in his way?! ,Tatsuki Fujimoto,12.89,Paperback | 192 pages,01 Apr 2021,San Francisco  United States,English,Graphic Novels Manga
60,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4711/9781471156267.jpg,It Ends With Us: The most heartbreaking novel you'll ever read : The most heartbreaking novel you'll ever read, A brave and heartbreaking novel that digs its claws into you and doesn't let go  long after you've finished it' Anna Todd  author of the After series 'A glorious and touching read  a forever keeper' USA Today 'Will break your heart while filling you with hope' Sarah Pekkanen  Perfect Neighbors SOMETIMES THE ONE WHO LOVES YOU IS THE ONE WHO HURTS YOU THE MOST. Lily hasn't always had it easy  but that's never stopped her from working hard for the life she wants. She's come a long way from the small town in Maine where she grew up - she graduated from college  moved to Boston  and started her own business. So when she feels a spark with a gorgeous neurosurgeon named Ryle Kincaid  everything in Lily's life suddenly seems almost too good to be true. Ryle is assertive  stubborn  maybe even a little arrogant. He's also sensitive  brilliant  and has a total soft spot for Lily  but Ryle's complete aversion to relationships is disturbing. Even as Lily finds herself becoming the exception to his 'no dating' rule  she can't help but wonder what made him that way in the first place. As questions about her new relationship overwhelm her  so do thoughts of Atlas Corrigan - her first love and a link to the past she left behind. He was her kindred spirit  her protector. When Atlas suddenly reappears  everything Lily has built with Ryle is threatened. With this bold and deeply personal novel  It Ends With Us is a heart-wrenching story and an unforgettable tale of love that comes at the ultimate price. ,Colleen Hoover,13.19,Paperback | 384 pages,02 Aug 2016,London  United Kingdom,English,"Fiction Books,Contemporary Fiction,Romance,Romance Books,Adult Contemporary Romance,Poverty Unemployment"
61,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4087/9781408726600.jpg,Verity : The thriller that will capture your heart and blow your mind, OVER 3 MILLION COPIES SOLD - THE NO.1 BESTSELLER AND TIKTOK SENSATION  FROM THE AUTHOR OF IT ENDS WITH US Are you ready to stay up all night? Rebecca meets Gone Girl in this shocking  unpredictable thriller with a twist that will leave you reeling . . . Lowen Ashleigh is a struggling writer on the brink of financial ruin when she accepts the job offer of a lifetime. Jeremy Crawford  husband of bestselling author Verity Crawford  has hired Lowen to complete the remaining books in a successful series his injured wife is unable to finish. Lowen arrives at the Crawford home  ready to sort through years of Verity's notes and outlines  hoping to find enough material to get her started. What Lowen doesn't expect to uncover in the chaotic office is an unfinished autobiography Verity never intended for anyone to read. Page after page of bone-chilling admissions  including Verity's recollection of the night their family was forever altered. Lowen decides to keep the manuscript hidden from Jeremy  knowing its contents would devastate the already-grieving father. But as Lowen's feelings for Jeremy begin to intensify  she recognizes all the ways she could benefit if he were to read his wife's words. After all  no matter how devoted Jeremy is to his injured wife  a truth this horrifying would make it impossible for him to continue loving her . . . If you loved Verity  don't miss the special collector's edition golden hardback coming this autumn  including an exclusive never-before-seen final chapter. Available to order now. 500 000 READERS HAVE ALREADY GIVEN VERITY FIVE STARS 'One of the best thrillers I have ever read' ***** 'Powerful  mind-blowing and emotional' ***** 'The plot twists and that ending came out of nowhere' ***** 'There are no words. Bravo' ***** 'Dark  creepy  and one hundred per cent original' ***** 'I NEEDED to know how this was going to end' ***** 'Left me completely speechless' ***** VERITY was a No.1 Kindle bestseller on 18.03.22 ,Colleen Hoover,11.88,Paperback | 336 pages,20 Jan 2022,Sphere,London  United Kingdom,"Crime,Crime Fiction,Thriller Books,Thrillers"
62,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8129/9780812983043.jpg,The Tools : 5 Tools to Help You Find Courage  Creativity  and Willpower--and Inspire You to Live Life in Forward Motion," NEW YORK TIMES BESTSELLER - Change can begin right now. Learn to bring about dynamic personal growth using five uniquely effective tools--from psychotherapist Barry Michels and psychiatrist Phil Stutz  subject of the Netflix documentary Stutz  directed by Jonah Hill. ""These tools are emotional game changers. They do nothing less than deliver you to your best and most powerful self.""--Kathy Freston  author of Quantum Wellness The Tools offers a solution to the biggest complaint patients have about therapy: the interminable wait for change to begin. The traditional therapeutic model sets its sights on the past  but psychiatrist Phil Stutz and psychotherapist Barry Michels employ an arsenal of techniques--""the tools""--that allow patients to use their problems as levers that access the power of the unconscious and propel them into action. Suddenly  through this transformative approach  obstacles become new chances--to find courage  embrace discipline  develop self-expression  deepen creativity. A dynamic  results-oriented practice  The Tools aims to deliver relief from persistent problems and restore control and hope right away. Every day presents challenges--big and small--that the tools transform into opportunities to bring about bold and dramatic change in your life. Stutz and Michels teach you how to: - Get Unstuck Master the things you are avoiding and live in forward motion. - Control Anger Free yourself from out-of-control rage and never-ending grudges. - Express Yourself Learn the secret of true confidence and find your authentic voice. - Combat Anxiety Stop obsessive worrying and negative thinking. - Find Discipline Activate willpower and make the most of every minute. With The Tools  Stutz and Michels allow you to realize the full range of your potential. Their goal is nothing less than for your life to become exceptional--exceptional in its resiliency  in its experience of real happiness  and in its understanding of the human spirit. ",Phil Stutz,20.33,Paperback | 288 pages,09 Oct 2014,New York  United States,English,"Psychology,Analytical Jungian Psychology,Management Leadership Motivation,Mental Health Services,Personal Development,Popular Psychology,Assertiveness Motivation Self esteem"
63,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5291/9781529196047.jpg,Me vs Brain : An Overthinker's Guide to Life, THE HILARIOUS BOOK FROM TIKTOK AND INSTA SENSATION HAYLEY MORRIS  AVAILABLE TO PRE-ORDER NOW _____ Brain: We left the oven on! Me: No don't say that  I've not got time for this! Brain: The house is probably on fire! Me: Stop it  I need to write this book description. Brain: But the blazing fire. Me: We didn't even use the oven today. Brain: But what if - Me: No. We're not doing this  I'm finishing this description. Hello there! Hayley Morris here. Or you might know me as the Brain Girl  and don't be fooled...it's not because I'm outrageously smart. Just an avid overthinker. I'm on a mission to prove once and for all that You. Are. Normal. Running through imaginary arguments whilst showering  hiding your knickers in the nurse's office before they look directly into your vagina  or not knowing how to be a normal human when you have the plumber over. I've spent the majority of my life saying and doing embarrassing things that wake me up in a cold sweat at 3am as my Brain reminds me of every minor detail. In this book  I've overthought absolutely everything so you don't have to. I'll be talking about everything from dating to discharge  mental health to menstrual cups. I might not be able to banish your anxiety or make you feel 100% comfortable in your skin  but I hope I can at least give you a break from the constant brain chatter and we can rejoice and laugh at how similar we actually all are. DON'T OVERTHINK IT. PRE-ORDER NOW. ,Hayley Morris,23.28,Hardback | 304 pages,16 Feb 2023,Century,London  United Kingdom,"Other Performing Arts,Autobiography General,Biography Arts Entertainment,Personal Development,Popular Psychology,Funny Books Stories"
64,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6857/9781685798406.jpg,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 5 (Special Edition), In this final book (Volume 5)  read the conclusion to this historical fantasy tale of two powerful men who find each other through life and death. Also includes bonus stories! Wei Wuxian and Lan Wangji are headed for a showdown at Guanyin Temple  where their path converges with Jin Guangyao and Nie Mingjue's reassembled fierce corpse. With decades-long schemes finally unveiled  and terrible secrets unearthed  the events of this rain-battered night will decide not just the future of the entire cultivation world...but also that of a love story two lifetimes in the making. Also included in this final volume are eight short stories about what happens when an epic tale ends but life goes on. From magical incense burners to tense banquets  lotus-pod-hunting to Night ,Mo Xiang Tong Xiu;,26.99,Paperback | 444 pages,02 May 2023,West Hollywood  United States,English,"Contemporary Fiction,Fantasy,Fantasy Books,Romance,Romance Books,Graphic Novels Anime Manga,Graphic Novels Manga"
65,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8479/9781847941831.jpg,Atomic Habits : the life-changing million-copy #1 bestseller, THE PHENOMENAL INTERNATIONAL BESTSELLER: 1 MILLION COPIES SOLD Transform your life with tiny changes in behaviour  starting now. People think that when you want to change your life  you need to think big. But world-renowned habits expert James Clear has discovered another way. He knows that real change comes from the compound effect of hundreds of small decisions: doing two push-ups a day  waking up five minutes early  or holding a single short phone call. He calls them atomic habits. In this ground-breaking book  Clears reveals exactly how these minuscule changes can grow into such life-altering outcomes. He uncovers a handful of simple life hacks (the forgotten art of Habit Stacking  the unexpected power of the Two Minute Rule  or the trick to entering the Goldilocks Zone)  and delves into cutting-edge psychology and neuroscience to explain why they matter. Along the way  he tells inspiring stories of Olympic gold medalists  leading CEOs  and distinguished scientists who have used the science of tiny habits to stay productive  motivated  and happy. These small changes will have a revolutionary effect on your career  your relationships  and your life. ________________________________ A NEW YORK TIMES AND SUNDAY TIMES BESTSELLER 'A supremely practical and useful book.' Mark Manson  author of The Subtle Art of Not Giving A F*ck 'James Clear has spent years honing the art and studying the science of habits. This engaging  hands-on book is the guide you need to break bad routines and make good ones.' Adam Grant  author of Originals 'Atomic Habits is a step-by-step manual for changing routines.' Books of the Month  Financial Times 'A special book that will change how you approach your day and live your life.' Ryan Holiday  author of The Obstacle is the Way ,James Clear,22.81,Paperback | 320 pages,27 Nov 2018,Random House Business Books,London  United Kingdom,"Social Group Or Collective Psychology,Cognition Cognitive Psychology,Finance Accounting,Dating Relationships Living Together Marriage,Personal Development,Advice On Careers Achieving Success,Popular Psychology,Assertiveness Motivation Self esteem"
66,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3985/9781398515697.jpg,Seven Husbands of Evelyn Hugo : The Sunday Times Bestseller, THE SUNDAY TIMES BESTSELLER AND TIKTOK SENSATION SOON TO BE A NETFLIX FILM 'Riveting  heart-wrenching and full of Old Hollywood glamour' BuzzFeed 'This wildly addictive journey of a reclusive Hollywood starlet and her tumultuous Tinseltown journey comes with unexpected twists and the most satisfying of drama' PopSugar From the author of Daisy Jones & The Six in which a legendary film actress reflects on her relentless rise to the top and the risks she took  the loves she lost  and the long-held secrets the public could never imagine. Aging and reclusive Hollywood movie icon Evelyn Hugo is finally ready to tell the truth about her glamorous and scandalous life. But when she chooses unknown magazine reporter Monique Grant for the job  no one is more astounded than Monique herself. Why her? Why now? Monique is not exactly on top of the world. Her husband has left her  and her professional life is going nowhere. Regardless of why Evelyn has selected her to write her biography  Monique is determined to use this opportunity to jumpstart her career. Summoned to Evelyn's luxurious apartment  Monique listens in fascination as the actress tells her story. From making her way to Los Angeles in the 1950s to her decision to leave show business in the '80s  and  of course  the seven husbands along the way  Evelyn unspools a tale of ruthless ambition  unexpected friendship  and a great forbidden love. Monique begins to feel a very real connection to the legendary star  but as Evelyn's story near its conclusion  it becomes clear that her life intersects with Monique's own in tragic and irreversible ways. The Seven Husbands of Evelyn Hugo is a mesmerizing journey through the splendour of old Hollywood into the harsh realities of the present day as two women struggle with what it means and what it costs to face the truth. Don't miss the new novel from Taylor Jenkins Reid  Carrie Soto is Back  out now ,Taylor Jenkins Reid,13.34,Paperback | 400 pages,14 Oct 2021,London  United Kingdom,English,"Contemporary Fiction,Romance,Romance Books,Adult Contemporary Romance,Historical Romance,Historical Fiction"
67,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529029581.jpg,Before the Coffee Gets Cold, Translated from Japanese by Geoffrey Trousselot  Toshikazu Kawaguchi's beautiful  moving Before the Coffee Gets Cold explores the age-old question: what would you change if you could travel back in time? More importantly  who would you want to meet  maybe for one last time? In a small back alley in Tokyo  there is a cafe which has been serving carefully brewed coffee for more than one hundred years. But this coffee shop offers its customers a unique experience: the chance to travel back in time. In Before the Coffee Gets Cold  we meet four visitors  each of whom is hoping to make use of the cafe's time-travelling offer  in order to: confront the man who left them  receive a letter from their husband whose memory has been taken by early onset Alzheimer's  see their sister one last time  and meet the daughter they never got the chance to know. But the journey into the past does not come without risks: customers must sit in a particular seat  they cannot leave the cafe  and finally  they must return to the present before the coffee gets cold . . . ,Toshikazu Kawaguchi,13.73,Paperback | 224 pages,19 Sep 2019,PICADOR,London  United Kingdom,"Fiction Books,Contemporary Fiction,Science Fiction,Fiction In Translation,Fantasy Books for Kids"
